"","reportdate","title"
"1732","2020-02-07","上海新增12例新型冠状病毒感染的肺炎确诊病例"
"1733","2020-02-06","新增病例情况、流行病学调查怎么做……今天的新闻发布会直面热点！"
"1734","2020-02-06","集中精锐力量，全力以赴救治患者！市疫情防控工作领导小组今天专题研究医疗救治工作"
"1735","2020-02-06","全力以赴、争分夺秒加强科技攻关！李强今天调研生物医药企业，要求加快抗疫产品研发、应用、生产"
"1736","2020-02-06","上海统筹全市力量加强新型冠状病毒感染的肺炎医疗救治工作"
"1737","2020-02-06","【注意】市卫健委公布一起聚集性疫情跨省、跨区追踪排查案例"
"1738","2020-02-06","快讯！市政府公布致全市各企业书，将出台综合政策扶持企业"
"1739","2020-02-06","上海新增3例新型冠状病毒感染的肺炎确诊病例"
"1740","2020-02-06","好消息！上海又有10例确诊病例今早痊愈出院，目前共25例出院"
"1741","2020-02-06","上海公交、出租车、高速公路疫情防控措施再升级！"
"1742","2020-02-06","重复使用口罩，须做到“三要三不要”！"
"1743","2020-02-06","上海新增11例新型冠状病毒感染的肺炎确诊病例"
"1744","2020-02-05","公共场所消毒、疫情走势分析……今天的新闻发布会回答了你关心的这些问题"
"1745","2020-02-05","全力以赴守护家园！应勇今天听取社区基层等代表对防控疫情的意见建议"
"1746","2020-02-05","同时间赛跑、与病魔较量！市委常委会学习贯彻总书记重要讲话精神，坚决打赢疫情防控阻击战"
"1747","2020-02-05","【聚焦】沪口罩产量正快速攀升，望市民不恐慌不浪费按需使用"
"1748","2020-02-05","@家长们，0-6岁儿童该如何防护？"
"1749","2020-02-05","上海新增10例新型冠状病毒感染的肺炎确诊病例"
"1750","2020-02-05","快讯！上海今天又有3例确诊病例痊愈出院，目前共有15例出院"
"1751","2020-02-05","上海新增14例新型冠状病毒感染的肺炎确诊病例"
"1752","2020-02-04","来沪（返沪）人员健康管理告知书"
"1753","2020-02-04","公路、机场、铁路、地铁、公交……应勇今天实地检查交通重要节点疫情防控工作"
"1754","2020-02-04","【要闻】坚决切断传染源、阻断传播途径！市疫情防控领导小组召开专题会"
"1755","2020-02-04","【致敬】上海101名医务人员今天集结，奔赴武汉开展救治工作！"
"1756","2020-02-04","患者救治费用保障、社区防控…… 今天这场新闻发布会聚焦疫情防控这些热点→"
"1757","2020-02-04","李强检查疫情防控物资供应保障工作， 要求挖掘潜力开足马力，优先保障医疗救治和基层一线需求！"
"1758","2020-02-04","【聚焦】“全副武装”的医护人员每天在干嘛？来看瑞金医院发热门急诊的日常"
"1759","2020-02-04","快讯！市卫健委通报7月龄女婴病例情况"
"1760","2020-02-04","注意！市疫情防控工作领导小组办公室发布六点通告"
"1761","2020-02-04","上海新增11例新型冠状病毒感染的肺炎确诊病例"
"1762","2020-02-04","快讯！上海今天又有2例确诊病例痊愈出院，目前共有12例出院"
"1763","2020-02-04","【提示】“来沪人员健康动态观察系统”已填报记录逾25万条，攻略在此→"
"1764","2020-02-04","返沪人员居家隔离14天，有哪些注意事项？"
"1765","2020-02-04","上海新增5例新型冠状病毒感染的肺炎确诊病例"
"1766","2020-02-03","把守护老百姓的生命当作义不容辞的使命！今天的市委常委会扩大会议部署下一阶段疫情防控工作"
"1767","2020-02-03","市公安局通告：严厉打击疫情防控期间违法犯罪！"
"1768","2020-02-03","确保社保待遇按时足额发放、办事“不见面”…沪优化社保经办工作"
"1769","2020-02-03","借鉴经验做法，打赢疫情防控阻击战！ 应勇今天与参与防治非典工作的部分领导和老同志座谈"
"1770","2020-02-03","以精湛医术大爱仁心全力救治患者！李强今天赴市公共卫生临床中心检查，慰问全市医务人员"
"1771","2020-02-03","返还失业保险费、延长社保缴费…沪出台企业减负政策！"
"1772","2020-02-03","上海新增10例新型冠状病毒感染的肺炎确诊病例"
"1773","2020-02-03","上海新增11例新型冠状病毒感染的肺炎确诊病例"
"1774","2020-02-03","市民朋友们，请查收上海市委、市政府发来的这封信！"
"1775","2020-02-03","市疫情防控工作领导小组办公室发布八项重要提示"
"1776","2020-02-02","上海如何加强返程高峰期间的疫情防控？今天的新闻发布会聚焦这个重点"
"1777","2020-02-02","小区管住，道口守牢，单位管好！今天的市政府工作会议进一步部署疫情防控"
"1778","2020-02-02","【聚焦】排队间隔1米，全程静悄悄……上海人“硬核”预约买口罩"
"1779","2020-02-02","李强视频连线慰问上海这群驰援武汉的“逆行者”，他们以医者担当守护生命！"
"1780","2020-02-02","上海地铁这9个站点明起进站测温！后续将进一步推广"
"1781","2020-02-02","全市农贸市场将进一步加强清扫保洁，进行预防性消毒！"
"1782","2020-02-02","上海新增5例新型冠状病毒感染的肺炎确诊病例"
"1783","2020-02-02","上海新增8例新型冠状病毒感染的肺炎确诊病例"
"1784","2020-02-01","倾听专业意见、加强科学防控！应勇今天与这7位医疗、疾控界专家座谈交流"
"1785","2020-02-01","全力防输入，重视防扩散！今天市疫情防控工作领导小组会议强调防控工作要更扎实，市民防护要不放松"
"1786","2020-02-01","口罩如何预约购买、旅游订单怎么处理……今天这场发布会解答你关心的疫情防控问题！"
"1787","2020-02-01","确保进口防疫物资通关“零延时” 上海已累计排除疑似病例245例，最拥堵道口新辟车道即达即查即走"
"1788","2020-02-01","上海新增16例新型冠状病毒感染的肺炎确诊病例"
"1789","2020-02-01","快讯！上海今天又有1例确诊病例痊愈出院，目前共有10例出院"
"1790","2020-02-01","【提示】@入境旅客，收好这份上海海关健康申报指南→"
"1791","2020-02-01","防疫期间临牌超有效期怎么办？已约驾考如何取消？解答在此"
"1792","2020-02-01","上海首个集中观察点22人正式解除隔离"
"1793","2020-02-01","上海新增18例新型冠状病毒感染的肺炎确诊病例"
"1794","2020-02-01","加强社区清洁与预防消毒！“居家消毒四要点”须知道"
"1795","2020-01-31","应对返程大客流，坚决把牢疫情防控各道防线！应勇部署下一阶段防控工作"
"1796","2020-01-31","优化口罩供应、发热远程咨询……你关心的疫情防控问题，这场发布会给出答案"
"1797","2020-01-31","【关注】上海为防控疫情都做了哪些工作？一图看懂→"
"1798","2020-01-31","决不能“歇歇脚、松口气”！李强今天视频检查三个区疫情防控工作，强调一严到底"
"1799","2020-01-31","快讯！沪优化社区口罩供应：居村委会预约登记+指定药店购买"
"1800","2020-01-31","上海新增7例新型冠状病毒感染的肺炎确诊病例"
"1801","2020-01-31","上海今天又有4例确诊病例痊愈出院，目前共有9例出院"
"1802","2020-01-31","上海新增16例新型冠状病毒感染的肺炎确诊病例"
"1803","2020-01-30","市场价格监管、口罩组织生产……今天的新闻发布会解答了这些问题！"
"1804","2020-01-30","上海新增11例新型冠状病毒感染的肺炎确诊病例"
"1805","2020-01-30","上海新增5例新型冠状病毒感染的肺炎确诊病例"
"1806","2020-01-29","市领导联系各区落实防控、保障蔬菜等市场供应…今天的新闻发布会传递最新信息"
"1807","2020-01-29","上海新增16例新型冠状病毒感染的肺炎确诊病例"
"1808","2020-01-29","快讯！上海今天又有1例确诊病例痊愈出院，目前共有5例出院"
"1809","2020-01-29","上海新增14例新型冠状病毒感染的肺炎确诊病例"
"1810","2020-01-28","国家卫健委督导组：上海防控措施扎实有力！"
"1811","2020-01-28","新型冠状病毒是否难治、名古屋航班如何处置…今天这场新闻发布会回应热点问题！"
"1812","2020-01-28","上海今天又有1例确诊病例痊愈出院，目前共有4例出院"
"1813","2020-01-28","上海新增13例新型冠状病毒感染的肺炎确诊病例"
"1814","2020-01-28","国家卫生健康委督导组在沪开展新型冠状病毒感染的肺炎防控工作督导"
"1815","2020-01-28","防控新型冠状病毒感染的肺炎：热点问题，专业解答！"
"1816","2020-01-27","沪疫情防控工作领导小组办公室发布通告"
"1817","2020-01-27","共同打赢疫情防控阻击战！本市这个指挥部今天开会，要求把防控工作做得更加精准、快速、有效"
"1818","2020-01-27","上海今天有两例确诊病例痊愈出院"
"1819","2020-01-27","上海新增13例新型冠状病毒感染的肺炎确诊病例"
"1820","2020-01-26","累计排除42例疑似病例、增加口罩供应……你关心的防控信息，这场发布会解答了！"
"1821","2020-01-26","启动“三个覆盖”、“三个一律”！关于疫情防控，今天的领导小组会议划重点"
"1822","2020-01-26","把疫情防控作为当前最重要工作！市委常委会扩大会议要求把各项防控措施做得严而又严、细而又细、实而又实"
"1823","2020-01-26","辟谣！网传“武汉来沪5人入住建国宾馆并感染”为谣言"
"1824","2020-01-26","上海新增7例新型冠状病毒感染的肺炎确诊病例"
"1825","2020-01-25","市委、市政府发布通知：进一步加强我市新型冠状病毒感染的肺炎疫情防控工作"
"1826","2020-01-25","上海目前防疫形势怎样？防控关键点是什么？权威问答在此"
"1827","2020-01-25","上海新增13例新型冠状病毒感染的肺炎确诊病例"
"1828","2020-01-25","除夕夜，沪136名医疗队员紧急驰援武汉！期待英雄们平安归来"
"1829","2020-01-25","以最严的举措，坚决遏制疫情扩散！市政府今天开会对防控疫情再部署"
"1830","2020-01-24","上海采取最严措施，落实重大突发公共卫生事件一级响应机制！"
"1831","2020-01-24","上海首例新型冠状病毒感染的肺炎确诊病例治愈出院"
"1832","2020-01-24","上海启动重大突发公共卫生事件一级响应机制"
"1833","2020-01-24","上海新增4例新型冠状病毒感染的肺炎确诊病例"
"1834","2020-01-23","上海新增7例新型冠状病毒感染的肺炎确诊病例"
"1835","2020-01-22","上海全力防控新型冠状病毒感染肺炎，市卫生健康委及专家组负责人接受媒体采访"
"1836","2020-01-22","上海新增3例新型冠状病毒感染的肺炎确诊病例"
"1837","2020-01-21","上海新增4例新型冠状病毒感染的肺炎确诊病例"
"1838","2020-01-21","上海加强新型冠状病毒感染的肺炎疫情监测和防控"
"1839","2020-01-21","上海确诊第二例输入性 新型冠状病毒感染的肺炎病例"
"1840","2020-01-20","国家卫健委确认上海首例输入性 新型冠状病毒感染的肺炎确诊病例"
"1841","2020-01-19","上海居民获得社区卫生服务更加便捷"
"1842","2020-01-19","上海加强对可疑病例筛查积极防控新型冠状病毒感染肺炎"
"1843","2020-01-10","居家宝典+全景地图——这份健康礼包不一般！今起免费派送到本市800多万户常住居民家庭"
"1844","2020-01-09","上海首批25家区域性医疗中心建设亮相：兜底常见病多发病诊疗"
"1845","2019-12-26","卫生监督综合执法长三角一体化共建共融研讨会在上海召开"
"1846","2019-12-18","本市举办“智慧健康驿站”体验日活动  "
"1847","2019-12-03","本市开展2019年“12.1世界艾滋病日”宣传活动"
"1848","2019-11-25","本市发布第三批“创新医疗服务品牌”"
"1849","2019-11-18","本市举行“2019年联合国糖尿病日”主题活动"
"1850","2019-11-18","上海首次发布药事服务规范暨相关疾病药物临床应用路径"
"1851","2019-11-01","让数据多跑路、群众少跑腿“上海健康保险大数据服务平台”正式上线"
"1852","2019-10-31","“互联网+”构筑医疗服务信息“高速路”——检验检查互联互通互认 市民就医省钱省时省心"
"1853","2019-10-30","本市开展2019年第14个“世界卒中日”宣传活动"
"1854","2019-10-29","首批25家建设单位覆盖16个区——上海全面推进区域性医疗中心建设 "
"1855","2019-10-24","上海打造“流动的新生儿重症监护室”不断提升儿童健康水平与儿童家庭的获得感幸福感安全感"
"1856","2019-10-24","突破地域限制、移动医疗加持，院前急救迈入崭新时代—— 长三角“海陆空”立体救援 “进博会”全方位5G急救"
"1857","2019-10-20","本市发布30个卫生健康系统“最美服务窗口”"
"1858","2019-10-14","上海这4位医生入选第三季度“中国好医生、中国好护士”月度人物！"
"1859","2019-10-10","“互联网+护理服务”明年有望全市推广！"
"1860","2019-10-09","本市开展2019年“全国高血压日” 暨第二十五届上海市心脑血管疾病防治宣传周活动"
"1861","2019-09-30","“智慧卫监”又添三大利器，全力做好进博会公共卫生保障"
"1862","2019-09-17","“口腔健康，全身健康” 本市举办第31个全国“爱牙日”主题宣传活动"
"1863","2019-09-16","进博会应急医疗救援演练举行"
"1864","2019-09-15","市卫健委开展公共卫生监督保障冲刺阶段誓师大会暨应急演练"
"1865","2019-09-10","健康上海行动又添新举措"
"1866","2019-09-08","36位上海三级医院专家组团，克服高反在青海果洛为千余名农牧民义诊"
"1867","2019-08-30","上海全力推进市级医院临床研究中心建设"
"1868","2019-08-28","《健康上海行动（2019-2030年）》出台！市民健康将有这些福利"
"1869","2019-08-21","上海400名专家服务8540人次 “中国医师节”主题活动分享初心重温誓言"
"1870","2019-08-01","优质服务基层行——“谢谢侬”2019上海市家庭医生技能风采秀决赛举行"
"1871","2019-07-30","确定33家定点医疗机构计划设置5个医疗站"
"1872","2019-07-25","对标最高标准最好水平  以健康中国行动推动健康上海建设"
"1873","2019-07-24","积极预防，主动检测，规范治疗，全面遏制肝炎危害"
"1874","2019-07-23","5张“处方”缓解百姓看病就医“急难愁”问题"
"1875","2019-07-23","上海夯实基层网底推进分级诊疗"
"1876","2019-07-18","清凉一夏　健康上海"
"1877","2019-07-04","科技助力健康 创新实现共享"
"1878","2019-06-20","我委约谈挂号网站规范网络预约"
"1879","2019-06-10","“上海健康云”帮你搞定7件事"
"1880","2019-06-05","共同呵护眼健康  拥有光明的未来"
"1881","2019-06-04","上海启动全市防蚊灭蚊专项行动"
"1882","2019-05-30","本市举行2019年世界无烟日主题宣传活动"
"1883","2019-05-12","2019年上海市庆祝“5<U+2022>12”国际护士节暨表彰大会召开"
"1884","2019-05-07","上海医疗卫生对口帮扶遵义打赢“脱贫攻坚战”：架起两千公里的“健康情缘”"
"1885","2019-05-04","弘扬爱国奋斗精神  建功立业新时代"
"1886","2019-04-24","推行职业健康管理新理念，多维度宣传职业病防治工作"
"1887","2019-04-15","本市开展第三十一届上海市肿瘤防治宣传周活动"
"1888","2019-04-10","首场“我与共和国共奋进”先进事迹报告会举行"
"1889","2019-04-04","上海结对帮扶凉山州布拖县艾滋病防治和健康扶贫攻坚行动"
"1890","2019-03-25","开展终结结核病行动  共建共享健康中国"
"1891","2019-03-11","市政府召开2019年上海市卫生健康工作会议"
"1892","2019-02-21","2018年上海市民健康三大指标再创佳绩"
"1893","2019-02-14","上海市医疗人才“组团式”支援工作情况"
"1894","2019-02-12","本市8万医务人员服务96万人次让你健康过大年"
"1895","2019-02-03","上海市发布最新癌情监测数据"
"1896","2019-02-01","转变药学服务模式，提高药学服务能力推进合理用药，为健康上海助力"
"1897","2019-01-31","第二届十大医改举措发布"
"1898","2019-01-14","市卫生健康委通报本市健康服务业50条落地情况"
"1899","2019-01-09","市卫生健康委通报本市家庭医生工作进展情况"
"1900","2019-01-07","健康微信公众号成上海市民“心头好”"
"1901","2018-12-20","尹弘：积极稳妥推进加强上海市公立医院党的建设各项工作"
"1902","2018-12-11","庆祝改革开放40年 “上海卫生改革发展20件事”新闻发布会召开"
"1903","2018-11-29","“世界艾滋病日”主题宣传活动暨“艾滋病检测月”启动仪式今举行"
"1904","2018-11-20","政府主动服务民营企业 三大创新举措推进民营医疗机构人才队伍建设"
"1905","2018-11-19","本市组织开展2018年联合国糖尿病日主题宣传活动"
"1906","2018-10-30","上海全力推进进博会医疗卫生保障工作"
"1907","2018-10-28","副市长翁铁慧赴国家会展中心检查进博会医疗卫生保障筹备工作情况"
"1908","2018-10-22","市卫生计生委与上海保险交易所签约推进全国首个健康保险交易中心建设"
"1909","2018-10-16","国务院办公厅开通“国家政务服务投诉与建议”小程序 广泛接收政务服务问题线索和意见建议"
"1910","2018-10-09","本市开展2018年“全国高血压日”暨第二十四届上海市心脑血管疾病防治宣传周活动"
"1911","2018-10-07","上海市“母婴安全”工作先进集体和个人受表扬"
"1912","2018-09-16","本市已招录培训住院医师2.3万名，住院医师规范化培训评优表彰大会今举行"
"1913","2018-09-05","上海市第12个全民健康生活方式行动主题宣传暨健康大讲堂活动举行"
"1914","2018-08-21","上海300名专家在医师节期间赴滇藏疆义诊"
"1915","2018-08-15","上海隆重表彰五“十佳”优秀医务工作者庆祝首个“中国医师节”"
"1916","2018-08-07","【健康中国】狂犬病疫苗续种补种答问"
"1917","2018-08-07","接种长春长生公司狂犬病疫苗续种补种工作电视电话会议在北京召开"
"1918","2018-07-30","市卫计委连发两文，力推专家看普通专家门诊"
"1919","2018-07-27","【战高温】市领导向全市急救工作人员和广大医务工作者表示慰问"
"1920","2018-07-27","本市部署进口博览会医疗卫生保障工作"
"1921","2018-07-24","市卫生计生系统召开迎进博会100天冲刺大会"
"1922","2018-07-23","市政府新闻发布会介绍本市最新制定的《关于推进健康服务业高质量发展加快建设一流医学中心城市的若干意见》相关情况"
"1923","2018-07-18","国家卫健委在沪召开新闻发布会  闻大翔副主任发布上海医疗技术能力和医疗质量水平双提升工作情况"
"1924","2018-07-17","水痘疫苗纳入本市免疫规划"
"1925","2018-07-17","本市推进预防接种信息化建设，国内率先实现覆盖疫苗全环节、全过程、可追溯的综合管理"
"1926","2018-06-14","夏强同志先进事迹报告会举行"
"1927","2018-06-06","“改革开放再出发，青春建功新时代”上海市卫生计生行业五四表彰活动暨先进典型交流分享会隆重举行"
"1928","2018-05-29","打响医疗服务品牌改善百姓看病就医感受"
"1929","2018-05-22","本市“1+1+1”签约居民已超400万"
"1930","2018-05-21","本市合理用药宣传教育工作取得阶段性成果"
"1931","2018-05-13","本市开展2018年“全民营养周”主题日宣传活动"
"1932","2018-05-06","巩固消除疟疾成果，维持本市消除疟疾状态"
"1933","2018-04-25","2018年上海市医疗管理和综合监督暨改善医疗服务工作会议召开"
"1934","2018-04-19","翁铁慧副市长调研上海市儿童医院"
"1935","2018-04-18","调研手记:要让医改举措更接地气"
"1936","2018-04-18","本市开通“962120”康复出院专线分流病人"
"1937","2018-04-15","本市举办第三十届上海市肿瘤防治宣传周主题活动"
"1938","2018-04-11","李克强在上海考察时强调：持续优化营商环境和改善民生"
"1939","2018-04-11","李克强：让有意愿的群众尽早就近用上最新HPV等防癌疫苗"
"1940","2018-04-02","本市多措并举推进健康上海建设"
"1941","2018-03-20","市委宣传部、市文明办、市卫生计生委联合开展“我心中的白衣天使—市民投票评选五‘十佳’”活动"
"1942","2018-03-05","2017年上海医疗服务数据显示：“分级诊疗”效果初显，就医重心进一步下沉"
"1943","2018-03-04","关注罕见病  改善诊治环境—上海举办第三届罕见病宣传日活动"
"1944","2018-02-23","本市推出112个“医疗服务品牌”增强百姓就医获得感"
"1945","2018-02-21","7.6万医务人员新春值守为近100万人次市民提供医疗服务"
"1946","2018-02-21","2017年度“上海医药卫生优秀新闻作品奖”揭晓"
"1947","2018-02-14","数万白衣天使春节加班守护市民健康"
"1948","2018-02-11","首届“上海市十大健康微信公众号”揭晓"
"1949","2018-01-24","上海市民平均期望寿命升至83.37岁"
"1950","2018-01-24","“健康上海12320”获2017年上海政务新媒体最佳传播奖"
"1951","2018-01-18","上海启动首家“健康版”新华-崇明区域医疗联合体"
"1952","2018-01-16","首届上海医改十大创新举措评选正式揭晓"
"1953","2018-01-16","2018年全国卫生计生工作会议在京召开"
"1954","2017-12-25","上海家庭医生先进事迹报告团走进高校"
"1955","2017-12-01","上海市举办“12.1世界艾滋病日”主题宣传活动"
"1956","2017-11-23","市卫生计生委党委开展学习贯彻党的十九大精神中心组主题联学活动"
"1957","2017-11-22","全国第11个联合国糖尿病日系列宣传活动在沪举行"
"1958","2017-11-16","本市开展“2017年抗菌药物合理使用宣传周”活动"
"1959","2017-11-14","市卫生计生委党委中心组深入学习党的十九大精神"
"1960","2017-11-03","市卫生计生委党委中心组学习党的十九大精神"
"1961","2017-11-01","秋季灭鼠正当时  今日起全市将统一集中投放鼠药"
"1962","2017-10-27","全面贯彻党的十九大精神，全力落实健康中国战略"
"1963","2017-10-18","上海市卫生计生系统组织收看党的十九大开幕会"
"1964","2017-10-15","新华社：以习近平同志为核心的党中央加快推进健康中国建设纪实"
"1965","2017-10-10","市政府新闻发布会介绍新出台的《“健康上海2030”规划纲要》相关情况"
"1966","2017-09-30","应勇市长会见上海市卫生计生系统先进典型代表"
"1967","2017-09-30","防蚊灭蚊正当时 健康环境迎佳节"
"1968","2017-09-30","“口腔健康 全身健康”第29个全国“爱牙日”主题宣传活动在沪举办"
"1969","2017-09-26","本市报告发现首例本地感染登革热病例"
"1970","2017-09-19","上海“社会共治”破控烟执法难"
"1971","2017-09-15","海派中医，驶向未来——中医药文化专列启动仪式"
"1972","2017-09-07","纪念爱国卫生运动65周年暨第11个全民健康生活方式行动日主题宣传活动举行"
"1973","2017-08-31","上海市药政工作会议推广处方事前审核"
"1974","2017-08-24","签约居民代表为“健康守门人”颁奖 第四届“上海市十佳家庭医生”受表彰"
"1975","2017-08-21","市卫生计生委在全市各级医院推广改善医疗服务十大系列举措"
"1976","2017-08-01","本市发布第三批30个“医疗服务品牌”"
"1977","2017-07-31","财经观察：中国将继续发挥全球经济“稳定器”作用——国际机构看好中国经济前景"
"1978","2017-07-31","国际机构纷纷上调我国经济增速预期 彰显经济发展底气"
"1979","2017-07-25","家庭医生剧《51把钥匙》晋京演出"
"1980","2017-07-17","科技点亮生活 创新就在你我--2017上海卫生科技活动周启动"
"1981","2017-07-17","上海市召开学习国医大师、全国名中医工作大会"
"1982","2017-06-29","党员在深化医改与健康上海建设中展风采、作表率──上海市卫生计生系统党建 “双优”先进事迹报告会顺利举行"
"1983","2017-06-29","中央文明办、国家卫生计生委在沪举办“中国好医生、中国好护士”现场交流活动"
"1984","2017-06-06","“上海市‘健康孩’协同创新中心”正式挂牌成立"
"1985","2017-05-27","2017年度“沪苏浙皖闽”四省一市综合医改联席会议在沪召开"
"1986","2017-05-19","市卫生计生委党委传达学习贯彻落实市十一次党代会精神"
"1987","2017-05-15","健康家庭 健康中国 2017年国际家庭日主题宣传活动在上海举办"
"1988","2017-05-12","本市召开庆祝“5.12”国际护士节暨表彰大会"
"1989","2017-05-02","2017年上海市医疗管理与卫生计生综合监督工作会议召开"
"1990","2017-04-27","本市开展2017年“全国疟疾日”宣传活动"
"1991","2017-04-27","本市开展第29届上海市肿瘤防治宣传周活动"
"1992","2017-04-17","国家卫生计生委在本市召开全国家庭医生签约服务现场推进会"
"1993","2017-04-17","本市召开2017年卫生计生系统精神文明与政风行风建设工作会议"
"1994","2017-03-29","市政府举行加强儿童健康服务能力建设新闻发布会"
"1995","2017-03-23","“健康上海2030”规划年内启动-全市卫生与健康大会推出2017年七大“健康礼包”"
"1996","2017-03-23","本市公立医院药品加成年内取消"
"1997","2017-03-22","上海卫生与健康大会发布纲要征求意见稿 专家详解关键指标"
"1998","2017-03-22","推进健康上海这项重大民心工程 市卫生与健康大会召开"
"1999","2017-03-09","健康常伴你我 志愿感动申城--24年共为20余万市民提供医疗保健咨询服务"
"2000","2017-03-06","上海市失独家庭“安康通”援助服务项目启动实施"
"2001","2017-03-06","本市举办《上海市公共场所控制吸烟条例》实施主题宣传活动"
"2002","2017-03-02","上海举办第二届罕见病宣传日活动"
"2003","2017-03-02","上海市报告1例人感染H7N9病毒确诊病例"
"2004","2017-02-16","上海计划生育特殊家庭享受“安康通”援助服务"
"2005","2017-02-10","上海市在流感监测点发现一例感染H7N9病毒确诊病例"
"2006","2017-02-07","7万多白衣天使坚守岗位  换来万千市民过个健康平安佳节"
"2007","2017-02-03","上海三大健康指标连续十多年居世界发达国家水平"
"2008","2017-01-20","第二届全科医师“基层服务卓越奖”表彰"
"2009","2017-01-20","首届“上海市区域名医”评选活动隆重表彰"
"2010","2017-01-10","上海市报告1例人感染H7N9病毒确诊病例"
"2011","2017-01-07","上海市报告1例人感染H7N9病毒确诊病例"
"2012","2016-12-29","上海市报告1例人感染H7N9病毒确诊病例"
"2013","2016-12-27","上海正构建“质量保证、量价挂钩、招采合一"
"2014","2016-12-27","申城百万居民试点签约“1+1+1” 三级医院等门诊预约号源将有50%优先开放"
"2015","2016-12-25","市卫生计生委召开医疗管理和行风建设大会部署历时半年的专项整治行动"
"2016","2016-12-23","全国首批459名专科医师规范化培训生今结业"
"2017","2016-12-22","五省市在沪签署疾病预防控制工作协议"
"2018","2016-12-21","上海市报告1例江苏来沪就诊的输入性感染H7N9病毒确诊病例"
"2019","2016-11-25","上海医养结合与全科医生培养成亮点"
"2020","2016-11-25","全球健康促进大会落幕 上海被赞健康城市工作样板"
"2021","2016-11-24","展示中国医改经验——“深化医改”平行论坛"
"2022","2016-11-24","健康素养促进的中国经验——“健康素养促进”平行论坛"
"2023","2016-11-24","全球卫生应急见证中国力量——“卫生应急”平行论坛"
"2024","2016-11-24","从愿景到现实——“健康中国建设”平行论坛"
"2025","2016-11-24","中医药“治未病”造福人类健康 中国与世界各国共同推动中医药等传统医学发展——“健康生活与中医药”平行论坛"
"2026","2016-11-24","全球健康促进大会“中国国家日”：健康中国“上海实践”获高度赞誉"
"2027","2016-11-23","第九届全球健康促进大会“终止儿童肥胖”平行论坛召开"
"2028","2016-11-23","全球健康促进大会新闻发布会详解《上海宣言》 控烟条例立法有望年内出台"
"2029","2016-11-23","申城多个部门共同探索、合力打造——“1+N” 共同撑起健康城市"
"2030","2016-11-23","观摩中国国际应急医疗队并参观上海中医药博物馆 世卫总干事点赞上海医疗"
"2031","2016-11-22","李克强会见世界卫生组织总干事陈冯富珍等国际组织负责人"
"2032","2016-11-22","让人人享有更好卫生服务 ——第九届全球健康促进大会市长论坛侧记"
"2033","2016-11-22","全球健康促进大会国际市长论坛通过上海共识"
"2034","2016-11-22","进入“公共健康时期” 世界达成共识—— 让“健康融入万策”流行起来"
"2035","2016-11-22","携手建设更加美好的健康世界 李克强出席第九届全球健康促进大会开幕式并致辞"
"2036","2016-11-21","世卫组织驻华代表施赫德———上海是健康城市的典范"
"2037","2016-11-21","打造百姓身边健康网 中医魅力从上海社区走向欧洲正被全球瞩目"
"2038","2016-11-21","医养深度融合让老年人安享晚年 本市社区养老形成完整体系"
"2039","2016-11-21","市领导会见参加第九届全球健康促进大会的14个国际友好城市代表团"
"2040","2016-11-21","从生命初始到耄耋之年 上海：健康促进让城市生活更美好"
"2041","2016-11-20","上海医疗门诊总量三成在社区 分级诊疗取得阶段性成果"
"2042","2016-11-20","上海新目标：提升市民健康期望寿命 申城正通过“三步走”探索减少“时间差”"
"2043","2016-11-18","全民健康生活方式行动"
"2044","2016-11-17","2016年联合国糖尿病日主题“共同关注糖尿病”"
"2045","2016-11-17","十堰市太和医院健康教育与健康促进工作实施与成效 ——第九届全球健康促进大会案例"
"2046","2016-11-16","青岛市口腔健康教育基地——第九届全球健康促进大会案例"
"2047","2016-11-15","浙江省杭州市健康城市建设 ——第九届全球健康促进大会案例"
"2048","2016-11-15","上观新闻：特大型城市，发展与健康如何并进-上海从城市生活各方面构建保障体系，三大健康指标持续保持发达国家水平"
"2049","2016-11-15","澎湃新闻：全球健康促进大会将首次在上海举行，百位健康城市市长参加"
"2050","2016-11-15","新民晚报：世卫组织点赞“上海经验”"
"2051","2016-11-15","新民晚报：健康自管小组不仅仅“管健康”"
"2052","2016-11-15","新民晚报：自我管理 你也能做健康主人"
"2053","2016-11-14","江苏省健康促进学校的创建与成效——第九届全球健康促进大会案例"
"2054","2016-11-14","劳动报：上海21年来着力打造“健康校园”"
"2055","2016-11-14","文汇报：上海创新社区健康自我管理--从慢病控制到心理健康，2.6万个小组覆盖全市100%街居委"
"2056","2016-11-13","《北京市控制吸烟条例》的出台与实施 ——第九届全球健康促进大会案例"
"2057","2016-11-12","健康北京人——全民健康促进十年行动"
"2058","2016-11-09","加强我国健康促进工作的进展及展望"
"2059","2016-11-07","倒计时14天， 全球健康促进大会将在上海召开"
"2060","2016-11-01","本市发布第二批30个“医疗服务品牌”连续3年推出100个服务品牌 更多患者有望获得福祉"
"2061","2016-10-21","市卫生计生委党委召开纪念红军长征胜利80周年座谈会"
"2062","2016-10-20","2016年“世界精神卫生日”"
"2063","2016-09-30","韩正调研儿科医疗服务体系和服务能力建设进展情况"
"2064","2016-09-28","提升社区卫生工作者服务市民的能力-上海举行基层卫生岗位练兵和技能竞赛"
"2065","2016-09-21","“口腔健康 全身健康” 本市举办第28个全国“爱牙日”主题宣传活动"
